org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
"Læsø Artist in Residence Læsø island, Denmark",https://www.laesoeair.dk/english,Residency program,https://air-j.info/en/eu/,A,open,residencies,Denmark,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/denmark/; summary=Læsø AiR is located in the unique artistic retreats of two of Denmark’s and the world’s most acclaimed artists - Per Kirkeby (1938-2018) and Asger Jorn (1914-1973) - at the island of Læsø. The main ob,2026-01-19 00:00:00
"Beast Artist in Residence Østermarie, Bornholm, Denmark",https://www.beast-bornholm.com/about,Residency program,https://air-j.info/en/eu/,A,open,residencies,Denmark,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/denmark/; summary=We are located on the Danish island of Bornholm, which has a vibrant art community. The residency is based next door to the artspace Beast in Østermarie, close to a grocery store, public transportatio",2026-01-19 00:00:00
"Akademie Schloss Solitude Stuttgart, Germany",https://www.akademie-solitude.de/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Germany,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/germany/; summary=Akademie Schloss Solitude is an international Artist-in-Residence Program and has supported approximately 1,700 young artists from more than 120 countries since opening its doors in 1990. Residencies ",2026-01-19 00:00:00
"Frankfurt LAB Frankfurt    , Germany",https://frankfurt-lab.com/en/formats/residenzprogramm,Residency program,https://air-j.info/en/eu/,A,open,residencies,Germany,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/germany/; summary=The Frankfurt LAB, a vital performance and producing space for contemporary performing arts and music, in collaboration with the KfW Stiftung promotes international emerging artists in the performing ",2026-01-19 00:00:00
"Künstlerhaus Bethanien Berlin, Germany",https://www.bethanien.de/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Germany,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/germany/; summary=As an international cultural centre in Berlin since 1975, the Künstlerhaus Bethanien has implemented and exhibited hundreds of projects with over 2.500 artists. The International Studio Programme is a",2026-01-19 00:00:00
"Stiftung Künstlerdorf Schöppingen Schöppingen, Germany",https://stiftung-kuenstlerdorf.de/en/home,Residency program,https://air-j.info/en/eu/,A,open,residencies,Germany,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/germany/; summary=Since 1989, the Künstlerdorf Schöppingen supports international artists with its residency program. The stipend-funded fellowship of two to six months enables the realization of projects in the fields",2026-01-19 00:00:00
"ACC Galerie Weimar, Germany",https://acc-weimar.de/atelierprogramm/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Germany,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/germany/; summary=The International Studio Program of the ACC Gallery and the City of Weimar was founded in 1994. Our goal is to combine the promotion of artists with the presentation of contemporary art in the urban s,2026-01-19 00:00:00
"Stuudio Labus Lääne-Viru, Estonia",https://www.tekstiilikeskus.ee/residentuur,Residency program,https://air-j.info/en/eu/,A,open,residencies,Estonia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/estonia/; summary=Stuudio Labus is an artist-run residency programme primarily designed for fiber and textile artists. Our primary aim is to cultivate an environment that fosters creativity, experimentation, and intros",2026-01-19 00:00:00
"MASSIA Massiaru Village (45km from Pärnu), Estonia",https://www.massia.ee/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Estonia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/estonia/; summary=""MASSIA is based in the Estonian countryside, near the Baltic sea, about 180 km south of Tallinn, and 140 km north of Riga (Latvia). The residency is located in the old school house of Massiaru, a lit",2026-01-19 00:00:00
"KORDON Kärdla, Hiiumaa, Estonia",https://www.kordon.ee/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Estonia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/estonia/; summary=KORDONair facilitates art in dialogue with architecture and environment. It explores social and artistic dimensions of space, diversity of culture and wilderness. The interdisciplinary residency is lo",2026-01-19 00:00:00
"MTÜ Kullaaugu Põlvamaa, Ahja, Estonia",https://kullaaugu.ee/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Estonia,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/estonia/; summary=Kullaaugu Film and Site-specific Music Residency will bring together musicians and composers with filmmakers from around the world to create music specifically for films or specific environments. The,2026-01-19 00:00:00
"Cill Rialiag Residencies Kerry, Ireland",https://cillrialaigartscentre.com/residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Ireland,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/ireland/; summary=Built out of the ruins of a 1790s pre-famine village atop a cliff face overlooking the Atlantic, Cill Rialaig offers artists, writers and other creative professionals an opportunity to get away from e",2026-01-19 00:00:00
"The Tyrone Guthrie Centre Monaghan, Ireland",https://www.tyroneguthrie.ie/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Ireland,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/ireland/; summary=The Tyrone Guthrie Centre is a residential workplace open to professional practitioners in all art forms. The Tyrone Guthrie Centre promotes excellence and innovation in the arts by providing resident,2026-01-19 00:00:00
"Ballinglen Ballycastle, Ireland",https://www.ballinglenartsfoundation.org/fellowship/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Ireland,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/ireland/; summary=The Ballinglen Arts Foundation is a registered Irish charity that provides a residency award - The Fellowship Programme - enabling Irish and international artists to spend time working in rural Irelan,2026-01-19 00:00:00
"Black Church Print Studio Dublin, Ireland",https://www.blackchurchprint.ie/international-residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Ireland,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/ireland/; summary=Black Church Print Studio is located at number 4 Temple Bar, in the heart of Dublin’s City Centre. As part of the redevelopment of Temple Bar in 1994, the Studio’s 4-storey building was custom built a",2026-01-19 00:00:00
"The Guesthouse Project Cork, Ireland",http://www.theguesthouse.ie,Residency program,https://air-j.info/en/eu/,A,open,residencies,Ireland,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/ireland/; summary=The Guesthouse is a Cork Artists Collective (CAC) initiative that began in collaboration with the Cork City Council and with the support of the Arts Council of Ireland. The Guesthouse Project presents,2026-01-19 00:00:00
"Onassis AiR Athens, Greece",https://www.onassis.org/initiatives/onassis-air/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Greece,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/greece/; summary=Onassis AiR is an international artistic research residency program based in Athens, Greece, that was established by the Onassis Foundation in 2019. Founded on the principles of learning and doing wit",2026-01-19 00:00:00
"Medea Electronique－Koumaria Residency Laconia, Greece",https://www.koumaria.gr,Residency program,https://air-j.info/en/eu/,A,open,residencies,Greece,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/greece/; summary=Since 2009 the artist collective Medea Electronique has organized annually a 10-day experimental artist residency, Koumaria, near Sparta in Greece, focusing on improvisation and new media practices. A",2026-01-19 00:00:00
"Ionion Center for the Arts and Culture Island Kefalonia, Greece",https://air-j.info/en/eu/country/greece/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Greece,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/greece/; summary=The International Residency Program of the Ionion Center for the Arts and Culture is a program operating in the fields of Higher Education, Arts, Sciences, Research. The residency program is open, int; website_not_found",2026-01-19 00:00:00
"Can Serrat Barcelona, Spain",https://canserrat.org/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Spain,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/spain/; summary=Can Serrat is a Catalan farmhouse located in El Bruc (Montserrat), 45 km outside of Barcelona. One of the oldest international residency programs in Catalonia, it has welcomed artistic and literary pr",2026-01-19 00:00:00
"MACBA Barcelona, Spain",https://www.macba.cat/en/learn-explore/guest-researchers,Residency program,https://air-j.info/en/eu/,A,open,residencies,Spain,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/spain/; summary=MACBA's research support programme is aimed at academic researchers, artists and other people specialising in contemporary artistic practices. Those eligible to apply for them are people with higher e",2026-01-19 00:00:00
"Joya Vélez Blanco, Spain",https://joya-air.org/apply/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Spain,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/spain/; summary=Joya: arte + ecología / AiR is an off-grid and climate positive interdisciplinary residency (since 2006) rooted in the crossroads of art, ecology and sustainable living practice. It is located in the ",2026-01-19 00:00:00
"Matadero Madrid Madrid, Spain",https://www.mataderomadrid.org/en/residence/artist-residence-program,Residency program,https://air-j.info/en/eu/,A,open,residencies,Spain,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/spain/; summary=Matadero Madrid is run by Madrid City Council's Department of Culture, Turism and Sports. One of the characteristics of a residency centre is that it provides workspaces for creators in which they can",2026-01-19 00:00:00
"CCA Andratx Andratx, Mallorca, Spain",https://ccandratx.eu/residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Spain,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/spain/; summary=CCA Andratx is Contemporary Art Gallery in Mallorca, located in a beautiful natural surrounding in the town of Sa Coma (Andratx), 30 minutes drive north of Palma. The Artists in Residence Program emer",2026-01-19 00:00:00
"COAL Paris, France",https://projetcoal.org/en/actions/prize/,Residency program,https://air-j.info/en/eu/,A,open,residencies,France,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/france/; summary=COAL, an association created in 2008 by professionals of contemporary art, ecology and research, mobilizes artists and cultural actors on societal and environmental issues and promotes the essential r",2026-01-19 00:00:00
"40mcube centre d’art contemporain Rennes, France",https://www.40mcube.org/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,France,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/france/; summary=40mcube houses an exhibition space, a production workshop, a residency for artists and curators. 40mcube produces works, present them in the form of exhibitions or interventions in the public space, a",2026-01-19 00:00:00
"Triangle – Astérides Marseille, France",http://www.trianglefrance.org/,Residency program,https://air-j.info/en/eu/,A,open,residencies,France,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/france/; summary=Triangle-Astérides is a center for contemporary art based in Marseilles, a cultural cooperative located in a former tobacco factory, since 1994. Triangle-Astérides articulates a rigorous program of ex",2026-01-19 00:00:00
"The Camargo Foundation Cassis, France",http://www.camargofoundation.org/,Residency program,https://air-j.info/en/eu/,A,open,residencies,France,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/france/; summary=Overlooking the Mediterranean Sea in Cassis, the Camargo Foundation offers a contemplative environment for creativity, research, experimentation and collaboration in the arts and humanities. Since its",2026-01-19 00:00:00
"Cité internationale des arts Paris, France",http://www.citedesartsparis.net/,Residency program,https://air-j.info/en/eu/,A,open,residencies,France,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/france/; summary=Ever since the Cité internationale des arts was founded in 1965, artists have been coming from all over the world to take part in our artist-in-residence programmes. The Cité encourages cross-cultural",2026-01-19 00:00:00
"The KAMOV Residency Programme Rijeka, Croatia",https://www.kamov-residency.org/en/about-residency/how-it-all-started,Residency program,https://air-j.info/en/eu/,A,open,residencies,Croatia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/croatia/; summary=The Kamov Arist-in-Residence program provides artists with a space for inspiration, research and experiment in a new environment, giving them time and support to conceptualize and develop their ideas ",2026-01-19 00:00:00
"hacklab01 Zagreb, Croatia",http://hacklab01.org/hackn3t,Residency program,https://air-j.info/en/eu/,A,open,residencies,Croatia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/croatia/; summary=Hackn3t is an online and physical residency program with the goal of showing the everyday practice of (digital) (new) media artists, coders or other tech creatives. Everyone is invited to apply with p",2026-01-19 00:00:00
"Fabrica Villorba, Italy",https://www.fabrica.it/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Italy,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/italy/; summary=Fabrica was established in 1994. The residency is based in Treviso, Italy, in an old villa, restored and augmented by one of the most renowned contemporary architects, Tadao Ando. The programme is a s",2026-01-19 00:00:00
"The Bellagio Center Residency Program Bellagio, Italy",https://www.rockefellerfoundation.org/bellagio-center/residency-program/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Italy,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/italy/; summary=The Bellagio Center residency offers an opportunity to advance a specific breakthrough project rather than a haven for private reflection, and a stimulating environment for making interdisciplinary an",2026-01-19 00:00:00
"Citadellarte Biella, Italy",https://www.cittadellarte.it/unidee/activity.html?id=200,Residency program,https://air-j.info/en/eu/,A,open,residencies,Italy,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/italy/; summary=Cittadellarte, Fondazione Pistoletto’s programme of artists’ residencies was founded in 1999. The programme is open to artists and professionals from all over the world and it aims at providing instru",2026-01-19 00:00:00
"Gate44 Milan, Italy",https://www.gatefortyfour.com/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Italy,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/italy/; summary=Gate 44 is a visual culture production studio. We offer production-based residencies to visual artists, designers & creatives from all backgrounds and levels of expertise. Our professional studios are",2026-01-19 00:00:00
"Kimonos Art Center Paphos, Cyprus",https://www.kimonosartcenter.com/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Cyprus,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/cyprus/; summary=Kimonos Art Center has been active in the field of fine arts since 2015 and has already presented a rich body of work, making use of many means of creative expression and going through all the stages ",2026-01-19 00:00:00
"MeMeraki Artist Residency Limassol, Cyprus",https://www.instagram.com/meme.raki/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Cyprus,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/cyprus/; summary=MeMeraki Artist Residency is a non-profit organisation based in Limassol. It was founded by Katerina Savvides in 2019, from the need to exist in a multicultural and multidisciplinary artistic communit",2026-01-19 00:00:00
"Boubouki Writer’s Residency Programme Paphos, Cyprus",https://toboumbouki.wordpress.com/artist-residency-at-boubouki/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Cyprus,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/cyprus/; summary=Boubouki is located in Mesana Village of Paphos district, and right in the centre of one of the most beautiful, natural areas of the island. The residency programme has no restrictions regarding the t",2026-01-19 00:00:00
"Rothko Museum Daugavpils, Latvia",https://rothkomuseum.com/en/museum/catalogues/residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Latvia,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/latvia/; summary=Daugavpils City Counsil Institution Rothko Museum has a residence programme for artists working in different media with the option to apply for an individual residence programme. Residences are freque,2026-01-19 00:00:00
"ELPA Art and Design Residency Līvāni, Latvia",https://elparesidency.lv/news/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Latvia,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/latvia/; summary=The ELPA Art and Design Residency emerged from the challenge of finding a new location for the Rucka Artist Residency after it vacated its previous space and deciding the future of a small natural far,2026-01-19 00:00:00
"Serde Aizpute, Latvia",http://www.serde.lv,Residency program,https://air-j.info/en/eu/,A,open,residencies,Latvia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/latvia/; summary=In 2002 a collective of young artists founded NGO Interdisciplinary Art group SERDE. SERDE developed the public workshop centre with technical equipment for experimental and innovative projects, and e",2026-01-19 00:00:00
"VV Foundation PAiR residency Pavilosta, Latvia",https://pair.lv,Residency program,https://air-j.info/en/eu/,A,open,residencies,Latvia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/latvia/; summary=Pāvilosta Artist in Residency (PAiR) is a space for inventive encounters, where creators, researchers and curators develop their projects in a stimulating environment free of distractions and conduciv",2026-01-19 00:00:00
"Rupert centre for art, residencies and education Vilnius, Lithuania",https://rupert.lt,Residency program,https://air-j.info/en/eu/,A,open,residencies,Lithuania,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/lithuania/; summary=Rupert is an independent, publicly funded centre for art, residencies and education. Located in Vilnius, Lithuania, we began operations in 2012. We establish close cooperation between artists, researc",2026-01-19 00:00:00
"Sodas 2123 Vilnius, Lithuania",https://sodas2123.lt/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Lithuania,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/lithuania/; summary=SODAS 2123 cultural centre is a self-governing community-based space, operated and curated by the Lithuanian Interdisciplinary Artists’ Association. It brings together creators and researchers from di",2026-01-19 00:00:00
"Kaunas Artist’s House Kaunas, Lithuania",https://kmn.lt/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Lithuania,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/lithuania/; summary=Kaunas Artists' House is a vibrant hub for artistic expression and cultural exchange. The emphasis on presenting emerging artists, fostering new ideas, and engaging in cultural experiments indicates a",2026-01-19 00:00:00
"Bridderhaus Esch-sur-Alzette, Luxembourg",https://www.bridderhaus.lu/de/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Luxembourg,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/luxembourg/; summary=The Bridderhaus art centre was built in 1873 as the first hospital in the city of Esch-sur-Alzette. Open to all contemporary artistic disciplines, the Bridderhaus is primarily a place that is dedicate",2026-01-19 00:00:00
"Casino Luxembourg Ville Haute, Luxembourg",https://casino-luxembourg.lu/en/casino-display,Residency program,https://air-j.info/en/eu/,A,open,residencies,Luxembourg,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/luxembourg/; summary=Ideally located in the heart of the capital, Casino Luxembourg – Forum d’art contemporain, founded in 1996, holds contemporary art exhibitions with an international programme of mainly younger-generat",2026-01-19 00:00:00
"neimënster – Centre Culturel de Rencontre Abbaye de Neumünster Grund, Luxembourg",https://www.neimenster.lu/en/frontpage/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Luxembourg,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/luxembourg/; summary=Due to the multidisciplinary nature of neimënster, we offer residencies in a wide range of disciplines: visual arts, dance, composition, literature, performing arts and music. The main criteria for th",2026-01-19 00:00:00
"The Pécs Writers’ Program (Writers’ Residence program in Hungary) Pécs, Hungary",https://magyarirorezidencia.hu/en/residencies,Residency program,https://air-j.info/en/eu/,A,open,residencies,Hungary,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/hungary/; summary=The Pécs Writers’ Program, which is located in the city of Pécs in southwestern Hungary, was launched in 2007. The program is a familiar solution used the world over to help cultivate and maintain rel",2026-01-19 00:00:00
"HARP Horse and Art Research Program Barnag, Hungary",http://www.horseandart.hu/en,Residency program,https://air-j.info/en/eu/,A,open,residencies,Hungary,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/hungary/; summary=The Horse and Art Research initiative is a unique residency program since 2015 and was established for those interested in combining equine knowledge and visual arts. We are looking for artists, art h",2026-01-19 00:00:00
"art quarter budapest Budapest, Hungary",https://aqb.hu/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Hungary,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/hungary/; summary=aqb is an independent art centre in Budapest, Hungary, was initiated in 2012. It functions as an exhibition place for contemporary art, a studio house, and an artist-in-residence program in a unique r",2026-01-19 00:00:00
"LuppArt Residency Budakalász, Hungary",https://artresidency.luppart.hu/luppartresidency/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Hungary,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/hungary/; summary=Ever since the establishment of the LuppArt Foundation in 2015 we have been striving to provide inspiration to those invested in art and artmaking. This is why we have chosen to set up our Residency P,2026-01-19 00:00:00
"Valletta Design Cluster Valletta, Malta",https://www.vca.gov.mt/en/maker-in-residence-mir-programme/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Malta,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/malta/; summary=The Maker in Residence is a residency programme for Designers and Makers at the Valletta Design Cluster, a community hub for cultural and creative practice in Malta. The residency offers designers tim",2026-01-19 00:00:00
"Spazju Kreattiv Valletta, Malta",https://kreattivita.org/en/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Malta,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/malta/; summary=Spazju Kreattiv invites creatives from all fields for an immersive and community-based artist-in-residence programme with a duration of between two to four weeks. These residencies are based in the co,2026-01-19 00:00:00
"Valletta Contemporary residency Gozo, Malta",https://www.vallettacontemporary.com,Residency program,https://air-j.info/en/eu/,A,open,residencies,Malta,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/malta/; summary=The residency program aims to introduce artists and creative practitioners to Gozo as an inspiring creative environment set amidst a Mediterranean setting with plenty of opportunities for exploration,2026-01-19 00:00:00
"AiR Nieuw en Meer Amsterdam, Netherlands",https://nieuwenmeer.nl/en/studio/artists-in-residence/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Netherlands,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/netherlands/; summary=Artist community Nieuw en Meer, closed to the center of Amsterdam welcomes applications from artists in all disciplines for work periods of max. three months. Situated within the beautiful surrounding",2026-01-19 00:00:00
"Rijksakademie Amsterdam, Netherlands",https://rijksakademie.nl/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Netherlands,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/netherlands/; summary=The Rijksakademie offers a two-year international residency programme to around fifty artists that provides space for research, experiment and production of new work. Residents are supported with a st",2026-01-19 00:00:00
"1646 Hague, Netherlands",https://1646.nl/about/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Netherlands,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/netherlands/; summary=1646 is an art space in The Hague with an experimental, international and free public program. 1646 wants to contribute to an increasingly complex society by challenging existing systems and tradition",2026-01-19 00:00:00
"Jan van Eyck Academie Maastricht , Netherlands",https://www.janvaneyck.nl/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Netherlands,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/netherlands/; summary=The Jan van Eyck Academie welcomes some 45 participants from all over the world annually. Next to visual artists, the academy is open to designers—ranging from graphic design, fashion, food to social ",2026-01-19 00:00:00
"Van Gogh AiR Zundert, Netherlands",https://www.vangoghhuis.com/en/artist-in-residence/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Netherlands,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/netherlands/; summary=The restored sexton’s house from Van Gogh’s period is just a stone’s throw from the Vincent van Gogh House. A gallery has been established in this annex. Next to this is a guest studio housing a Van G,2026-01-19 00:00:00
"Styria Artist in Residence (St.A.i.R.) Graz, Austria",https://www.kultur.steiermark.at/cms/beitrag/12812695/166342149/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Austria,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/austria/; summary=The Styrian Government awards scholarships to international artists and art theorists from all genres. These scholarships will be for artists of all fields as well as for art theorists. Entitled to pa,2026-01-19 00:00:00
"Atelierhaus Salzamt Linz Linz, Austria",https://blog.salzamt-linz.at/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Austria,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/austria/; summary=Since July 2009 the Studio House Salzamt is a cultural institution of the city of Linz in a central location at the Danube, is a meeting place for young visual artists from inland and abroad. We offer",2026-01-19 00:00:00
"Künstlerhaus Büchsenhausen Innsbruck, Austria",https://www.buchsenhausen.at,Residency program,https://air-j.info/en/eu/,A,open,residencies,Austria,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/austria/; summary=The Fellowship Program for Art and Theory has taken place in Büchsenhausen since spring 2003. The program combines the advantages of a residency with the possibilities of a postgraduate, non-academic ",2026-01-19 00:00:00
"Baltic Gallery of Contemporary Art: Centre for Creative Activities in Ustka Ustka, Poland",https://bgsw.pl/en/residences/residence-program/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Poland,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/poland/; summary=The artist residency program has been implemented at the Centre for Creative Activities in Ustka since 2013 as one of the activities of the Baltic Gallery of Contemporary Art. It is addressed to Polis,2026-01-19 00:00:00
"Wyspa Progress Foundation Gdansk, Poland",https://www.wyspaart.pl/en,Residency program,https://air-j.info/en/eu/,A,open,residencies,Poland,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/poland/; summary=Wyspa Progress Foundation, founded in 1994 in Gdansk, and is a public benefit organization, functioning as an interdisciplinary exhibition, research and educational organization. An important part of ",2026-01-19 00:00:00
"AiR 351 Cascais, Portugal",https://air351.art/about/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Portugal,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/portugal/; summary=AiR 351 is an international residency program located in Portugal. AiR 351 is an independent, non-profit organization, a studio-based program, operating within the visual arts. By bringing together in",2026-01-19 00:00:00
"Córtex Frontal Arraiolos, Portugal",https://www.cortexfrontal.org,Residency program,https://air-j.info/en/eu/,A,open,residencies,Portugal,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/portugal/; summary=Córtex Frontal is a multidisciplinary cultural project created in 2016 by the Cultural Association Córtexcult, in Arraiolos, Alentejo, Portugal. Córtex Frontal organizes artist residencies, workshops ",2026-01-19 00:00:00
"The Romanian Association of Contemporary Art (ARAC) Bucharest, Romania",https://www.aracartandresidency.com/residency/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Romania,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/romania/; summary=The Romanian Association for Contemporary Art (ARAC) is a non-profit organization founded in June 2012, in order to produce and promote contemporary art in Romania and abroad. An important objective o",2026-01-19 00:00:00
"Bucharest AiR Bucharest, Romania",https://bucharestair.com,Residency program,https://air-j.info/en/eu/,A,open,residencies,Romania,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/romania/; summary=The Residency can host and collaborate with artists and other practitioners working primarily with new media and internet, performance, research-based work, video and moving image practice, voice base",2026-01-19 00:00:00
"Școala de-Acasă Viișoara, Romania",https://www.acasalahundorf.ro,Residency program,https://air-j.info/en/eu/,A,open,residencies,Romania,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/romania/; summary=The At Home in Hundorf Association is the initiator and organizer of the art residency program “Școala de-Acasă” (ȘAH) designed for emerging young artists. Through two-week creative residencies spent,2026-01-19 00:00:00
"MoTA – Museum of Transitory Art Ljubljana, Slovenia",http://www.motamuseum.com,Residency program,https://air-j.info/en/eu/,A,open,residencies,Slovenia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/slovenia/; summary=MoTA is a multidisciplinary platform dedicated to advancing the research, production and presentation of transitory, experimental, and live art forms. MoTA is a museum without a permanent collection o",2026-01-19 00:00:00
"MGLC – International Centre of Graphic Arts Ljubljana, Slovenia",https://mglc.si/en/mglc-pro/residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Slovenia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/slovenia/; summary=The International Centre of Graphic Arts (MGLC) is a museum specialising in printmaking with extensive international collection and a producer of the Ljubljana Biennale of Graphic Arts. Since 2017, MG",2026-01-19 00:00:00
"At Home Gallery Šamorín, Slovakia",http://www.athomegallery.org/www.athomegallery.org/Home_1.html,Residency program,https://air-j.info/en/eu/,A,open,residencies,Slovakia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/slovakia/; summary=This independent, not-for-profit gallery was established in 1995 and is known as a foremost centre for contemporary art in Slovakia. In 1996 they turned the ruined synagogue of Samorin into a centre f",2026-01-19 00:00:00
