org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
CENTRE POMPADOUR neofeminist laboratory,http://www.centrepompadour.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/centre-pompadour-neofeminist-laboratory/,2026-01-19 00:00:00
Centro de creación artística Casa Garcés,http://www.casagarces.org,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Performing Arts, Textile Art, Music, Literature, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/centro-de-creacion-artistica-casa-garces/,2026-01-19 00:00:00
Cerdeira – Home for Creativity,https://www.cerdeirahomeforcreativity.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/cerdeira-village-art-craft/,2026-01-19 00:00:00
Chashama North ( ChaNorth ),http://www.chanorth.com,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/chanorth/,2026-01-19 00:00:00
cheLA (Centro Experimental Latinoamericano),https://chela.org.ar,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Dance, Performing Arts, Textile Art, Music, New Media, Animations, Film-making, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/chela-fundacion-exacta-2/,2026-01-19 00:00:00
Crystal Ruth Bell Residency,http://chinaresidencies.com,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/china-residencies/,2026-01-19 00:00:00
Chinese European Art Center,http://www.ceac99.org,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial",unknown,,listing_url=https://resartis.org/listings/chinese-european-art-center/,2026-01-19 00:00:00
Chokechaka/The Golden Bridge,https://www.chokechaka.com,Residency program,https://resartis.org/listings/,A,open,residencies,Peru,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/chokechaka-the-golden-bridge/,2026-01-19 00:00:00
Chulitna Lodge Wilderness Retreat Creative Residency,http://chulitnalodge.com/artists,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, Animations, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/chulitna-lodge-wilderness-retreat-2/,2026-01-19 00:00:00
Cité internationale des arts,https://www.citedesartsparis.net/en/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/cite-internationale-des-arts/,2026-01-19 00:00:00
Cité internationale des arts,https://www.citedesartsparis.net/fr/la-cite,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/cite-internationale-des-arts-montmartre/,2026-01-19 00:00:00
Civitella Ranieri Foundation,http://www.civitella.org,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/civitella-ranieri-foundation/,2026-01-19 00:00:00
Cloud Collective Residency,https://www.cloudcollectiveresidency.com/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Literature, Other",unknown,,listing_url=https://resartis.org/listings/cloud-collective-residency/,2026-01-19 00:00:00
Cloudstone Artist Residency,https://www.instagram.com/cloudstone_artist_residency/?hl=en,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture",unknown,,listing_url=https://resartis.org/listings/cloudstone-artist-residency/,2026-01-19 00:00:00
co.iki,http://co-iki.org,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/co-iki/,2026-01-19 00:00:00
Cobertizo,https://cobertizo.com.mx,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Ceramics, Textile Art, Music, Literature, Photography, Other",unknown,,listing_url=https://resartis.org/listings/cobertizo-arts-recidency/,2026-01-19 00:00:00
R.A.R.O. Buenos Aires,http://www.esraro.com/buenosaires,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/colectivo-r-a-r-o-2/,2026-01-19 00:00:00
Colleen Graham Art,http://colleengrahamart.com,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/colleen-graham-art/,2026-01-19 00:00:00
San Miguel de Allende Residency Program,https://caminoalarte.org/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Printmaking, Performing Arts, Textile Art",unknown,,listing_url=https://resartis.org/listings/comunidad-creativa-camino-al-arte/,2026-01-19 00:00:00
Contact Darkroom Residency,http://contactdarkroom.co.uk,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Printmaking, Photography",unknown,,listing_url=https://resartis.org/listings/contact-darkroom-2/,2026-01-19 00:00:00
Peripeteia Artist Residency,https://www.nostates.fi/en/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Literature, New Media, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/cooperative-nostates/,2026-01-19 00:00:00
ISLA (Latin American Superior Art Institute and residency center),https://www.bienalsaco.com,Residency program,https://resartis.org/listings/,A,open,residencies,Chile,"Visual Art, Performing Arts, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/corporacion-cultural-saco/,2026-01-19 00:00:00
AiR Corpus,https://www.corpus-acrobatics.nl/,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Dance, Theatre, Circus",unknown,,listing_url=https://resartis.org/listings/corpus-acrobatics/,2026-01-19 00:00:00
Cortijo el Moro – Art Residency,https://cortijoelmoro.com,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, Film-making, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/cortijo-el-moro-art-residency/,2026-01-19 00:00:00
Cottonwood Resident Facilitator Program,http://cottonwoodalc.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/cottonwood/,2026-01-19 00:00:00
La Foulerie,https://www.couravecvue.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/cour-avec-vue/,2026-01-19 00:00:00
Court of Cavalum,http://www.courtofcavalum.com,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Other",unknown,,listing_url=https://resartis.org/listings/court-of-cavalum/,2026-01-19 00:00:00
Cow House Studios,http://www.cowhousestudios.com/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Literature",unknown,,listing_url=https://resartis.org/listings/cow-house-studios/,2026-01-19 00:00:00
Córtex Frontal – Artist Residency,http://www.cortexfrontal.org,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Dance, Theatre, Performing Arts, Textile Art, Literature, New Media, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/co_rtex-frontal/,2026-01-19 00:00:00
Crag Pit Studios,https://cragpithouse.uk/,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/crag-pit-studios/,2026-01-19 00:00:00
CAFI Art Residency,https://creativeartfarm.eu/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, New Media",unknown,,listing_url=https://resartis.org/listings/creative-art-farm-in-italy-aps/,2026-01-19 00:00:00
Site-Specific,https://www.creativebody.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/creative-body-institute/,2026-01-19 00:00:00
Creative Australia,https://creative.gov.au/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/creative_australia/,2026-01-19 00:00:00
Creekside Arts Residency Programs,https://creeksidearts.org/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Music, Literature, Photography, Other",unknown,,listing_url=https://resartis.org/listings/creekside-arts/,2026-01-19 00:00:00
Criatório – Creative Residency,http://ocriatorio.com.br,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/criatorio/,2026-01-19 00:00:00
Crithir creative hub,https://www.instagram.com/crithir_,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Textile Art, Music, Literature, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/crithir/,2026-01-19 00:00:00
La Baldi Residency,https://cultivateprojects.net,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Music, Literature, New Media, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/cultivate/,2026-01-19 00:00:00
Sanctuary Slimane Artist Residency,http://www.sanctuaryslimane.com,Residency program,https://resartis.org/listings/,A,open,residencies,Morocco,"Visual Art, Sculpture, Ceramics, Theatre, Performing Arts, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/dar-slimane/,2026-01-19 00:00:00
DE PROEF. Residency,http://deproef.org,Residency program,https://resartis.org/listings/,A,open,residencies,Netherlands,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/de-proef/,2026-01-19 00:00:00
De Etser Artistic Residency,http://deetser.art,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Ceramics, Printmaking",unknown,,listing_url=https://resartis.org/listings/de-etser-atelier/,2026-01-19 00:00:00
DAR (Druskininkai Artists’s Residence),https://www.artdruskininkai.lt/en/application/,Residency program,https://resartis.org/listings/,A,open,residencies,Lithuania,"Visual Art, Dance, Performing Arts, Music",unknown,,listing_url=https://resartis.org/listings/dar-druskininkai-artistss-residence/,2026-01-19 00:00:00
DAIS AIR,https://daisishinomaki.jp/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Performing Arts, Education Programmes",unknown,,listing_url=https://resartis.org/listings/dais-ishinomaki-diversity-art-interactive-studio/,2026-01-19 00:00:00
Tropical Art Retreat,http://cultivarte.com.co,Residency program,https://resartis.org/listings/,A,open,residencies,Colombia,"Sculpture, Dance, Theatre, Performing Arts, Music, Literature, Film-making, Architecture, Education Programmes, Photography, Circus",unknown,,listing_url=https://resartis.org/listings/cultivarte/,2026-01-19 00:00:00
Cycladic Arts,https://cycladicarts.com/home.html,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Textile Art, Literature, New Media, Animations, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/cycladic-arts/,2026-01-19 00:00:00
Cuarto Pexigo,http://www.cuartopexigo.com,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/cuarto-pexigo/,2026-01-19 00:00:00
DAR MESO,http://www.darmeso.com,Residency program,https://resartis.org/listings/,A,open,residencies,Tunisia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/dar-meso-sarl/,2026-01-19 00:00:00
Det Vilde Spinderi – residency,https://www.detvildespinderi.dk/residency-exhibition,Residency program,https://resartis.org/listings/,A,open,residencies,Denmark,Textile Art,unknown,,listing_url=https://resartis.org/listings/det-vilde-spinderi/,2026-01-19 00:00:00
Dentro La Terra,https://www.dentrolaterra.com/art-residency,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Theatre, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/dentro-la-terra/,2026-01-19 00:00:00
DOM Art Residence,https://domartresidence.com,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Performing Arts, Photography, Glass",unknown,,listing_url=https://resartis.org/listings/dom-art-residence-s-l/,2026-01-19 00:00:00
Dogo Residenz für Neue Kunst,http://www.dogoresidenz.ch,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Sculpture, Dance, Performing Arts, Music, Literature, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/dogo-residenz-fr-neue-kunst/,2026-01-19 00:00:00
Saruya Artist Residency,https://saruya-air.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Music, Photography",unknown,,listing_url=https://resartis.org/listings/doo-soo-artist-residence/,2026-01-19 00:00:00
Boisbuchet’s Residency Programme,https://www.boisbuchet.org/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Theatre, Performing Arts, Textile Art, Literature, New Media, Film-making, Architecture, Curatorial, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/domaine-de-boisbuchet/,2026-01-19 00:00:00
Do a Front,http://www.doafront.org,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://resartis.org/listings/do-a-front/,2026-01-19 00:00:00
Dorland Mountain Arts Residency Program,https://www.dorlandmountainarts.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Printmaking, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/dorland-mountain-arts-colony/,2026-01-19 00:00:00
Kronenringe: Jewellery Residency for Emerging Artists,https://dieKunstBauStelle.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Other,unknown,,listing_url=https://resartis.org/listings/diekunstbaustelle-e-v/,2026-01-19 00:00:00
"Dragon Dance Artist Residency – house and studio in Trois-Rivieres, Quebec",https://dragondanceartistresidency.weebly.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Printmaking, Music, Literature",unknown,,listing_url=https://resartis.org/listings/dragon-dance-artist-residency-house-and-studio-in-trois-rivi%c2%81_res-qu_n_bec/,2026-01-19 00:00:00
Driftwood Studios,http://www.driftwoodstudios.co.za,Residency program,https://resartis.org/listings/,A,open,residencies,South-Africa,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Literature",unknown,,listing_url=https://resartis.org/listings/driftwood-studios/,2026-01-19 00:00:00
Proyecto´ace,http://www.proyectoace.org,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Sculpture, Printmaking, Performing Arts, Textile Art, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/eaace/,2026-01-19 00:00:00
DRAWING RESEARCH ACTION WORKS,http://www.drawinternational.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,Visual Art,unknown,,listing_url=https://resartis.org/listings/drawinternational/,2026-01-19 00:00:00
William Flanagan Memorial Creative Persons Center,https://www.albeefoundation.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/edward-f-albee-foundation/,2026-01-19 00:00:00
Edition/Basel,http://editionbasel.com,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/edition-basel/,2026-01-19 00:00:00
Eins Art Studios,https://www.stefanie1.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Namibia,"Visual Art, Sculpture, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media",unknown,,listing_url=https://resartis.org/listings/eins-art-studios/,2026-01-19 00:00:00
Edenhope Artist Residency,https://www.edenhopeartistresidency.com.au,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, New Media, Animations, Film-making, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/edenhope-artist-residency/,2026-01-19 00:00:00
Ehsan Rasoulof,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Iran,Not specified,unknown,,listing_url=https://resartis.org/listings/ehsan-rasoulof/,2026-01-19 00:00:00
El Galpón Aluminé,https://elgalponalumine.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Literature, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/el-gapon-residencia/,2026-01-19 00:00:00
EL GRANERO *,https://estudioelgranero.com/tagged/residencia,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Theatre, Printmaking, Music, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/el-granero-www-estudioelgranero-com/,2026-01-19 00:00:00
Electro-etching Residency-workshop in Canary Islands,http://en.crujera.com/residency/about-the-residency-2.html,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Printmaking, Other",unknown,,listing_url=https://resartis.org/listings/electro-etching-residency-workshop-residencia-taller-de-grabado-electrole%c2%8dtico/,2026-01-19 00:00:00
Eliza Roberts,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,Not specified,unknown,,listing_url=https://resartis.org/listings/eliza-roberts/,2026-01-19 00:00:00
ELPA Design and Sustainability Residency,http://www.elparesidency.lv,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,"Sculpture, Textile Art, Film-making, Architecture, Curatorial",unknown,,listing_url=https://resartis.org/listings/elpa-residency/,2026-01-19 00:00:00
Embassy of Foreign Artists,http://www.eofa.ch,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/embassy-of-foreign-artists/,2026-01-19 00:00:00
VIR Viafarini-in-residence,https://www.viafarini.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Curatorial",unknown,,listing_url=https://resartis.org/listings/endless-residency/,2026-01-19 00:00:00
Eramboo Artist Environment,https://www.eramboo.com.au/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/eramboo-artist-environment/,2026-01-19 00:00:00
Espai Souvenir Barcelona residency program,http://espaisouvenir.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, New Media, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/espai-souvenir/,2026-01-19 00:00:00
Essere Writer & Artist Residency,https://www.essereresidency.org,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/essere-residency-llc/,2026-01-19 00:00:00
Estudio Chapulín,https://www.estudiochapulin.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Printmaking, Literature, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/estudio-chapulin/,2026-01-19 00:00:00
REMA,https://www.estudiosmarte.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/estudio-marte/,2026-01-19 00:00:00
Eskipazar,https://eskipazar.cc,Residency program,https://resartis.org/listings/,A,open,residencies,Turkey,Other,unknown,,listing_url=https://resartis.org/listings/eskipazar-art-space/,2026-01-19 00:00:00
Euroatla,https://atlastudio.pt,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/euroatla/,2026-01-19 00:00:00
in the search of the source,http://www.origem.art,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, New Media, Film-making, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/estudio-origem/,2026-01-19 00:00:00
EUTOPIA ART RESIDENCIES,http://eutopiaart.com,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Ceramics, Theatre, Printmaking, Performing Arts, Music, Literature, New Media, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/eutopia-art-residency/,2026-01-19 00:00:00
European Art Fellowship of the District Council of Upper Bavaria,http://www.schafhof-kuenstlerhaus.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/european-house-of-art-upper-bavaria-schafhof/,2026-01-19 00:00:00
Residencias #Ey!Studio,https://www.eystudioart.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art",unknown,,listing_url=https://resartis.org/listings/eystudio/,2026-01-19 00:00:00
EVENT HORIZON CRETE,https://dolphinwilding.com/pages/36.html,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Theatre, Performing Arts, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/event-horizon/,2026-01-19 00:00:00
Faberllull,https://faberllull.cat/en/index.cfm,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/faber-residency-for-arts-sciences-and-humanities-of-catalonia-in-olot/,2026-01-19 00:00:00
ExtrArtis,http://www.extrartis.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Architecture, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/extrartis-artists-residencies-for-creative-economy/,2026-01-19 00:00:00
Fairres AiR,http://www.fairresair.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/fairres/,2026-01-19 00:00:00
Casa de Luz,https://www.mielemanueli.com/++&+https://fabna.it/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Textile Art, Literature, New Media, Animations, Film-making, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/fabna-miel-emanueli/,2026-01-19 00:00:00
Fienile Fluò,http://www.fienilefluo.it/en/crexida-eng/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Dance, Theatre, Performing Arts, Music",unknown,,listing_url=https://resartis.org/listings/fienile-fluo_/,2026-01-19 00:00:00
Farm Studio,https://farmingstudio.wordpress.com/art-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/farm-studio/,2026-01-19 00:00:00
Fez Art Residency,http://www.fezartresidency.com,Residency program,https://resartis.org/listings/,A,open,residencies,Morocco,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking",unknown,,listing_url=https://resartis.org/listings/fez-art-residency/,2026-01-19 00:00:00
"Fish Factory, Creative Centre of Stöðvarfjörður",http://www.fishfactory.is,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Music, Literature, Animations, Film-making, Other",unknown,,listing_url=https://resartis.org/listings/fish-factory-ndash-creative-centre/,2026-01-19 00:00:00
Florìda Air-Program,https://www.studioflorida.it,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Performing Arts, Textile Art, New Media, Film-making, Curatorial, Other",unknown,,listing_url=https://resartis.org/listings/florida/,2026-01-19 00:00:00
Flor del Sol,http://N/A,Residency program,https://resartis.org/listings/,A,open,residencies,Bolivia,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/flor-del-sol/,2026-01-19 00:00:00
Flusslab,https://www.flusslab.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/flusslab/,2026-01-19 00:00:00
Fondazione Culturale Officine Saffi Residency,https://officinesaffi.org/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Sculpture, Ceramics",unknown,,listing_url=https://resartis.org/listings/fondazione-officine-saffi/,2026-01-19 00:00:00
Fiskars Village Artist in Residence,http://www.fiskarsair.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/fiskars-village-artist-in-residence/,2026-01-19 00:00:00
