org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
MacDowell Fellowship,https://www.macdowell.org/apply/apply-for-fellowship,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 10, 2026 $30 Fee MacDowell Fellowship MacDowell encourages applications from artists of all backgrounds and all countries in the following disciplines: architecture, film/video, int",2026-01-19 00:00:00
Properties Technician Program 2026,https://www.banffcentre.ca/programs/professional-training-programs/properties-technician-program-2026,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 11, 2026 Banff, Alberta Canada Properties Technician Program 2026 This program is designed for emerging props makers and technicians to develop and refine their skills — from constr",2026-01-19 00:00:00
Wardrobe Technician Program 2026,https://www.banffcentre.ca/programs/professional-training-programs/wardrobe-technician-program-2026,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 11, 2026 Banff, Alberta Canada Wardrobe Technician Program 2026 Participants receive specialized training in wardrobe skills for dance, including costume construction, repair, and c",2026-01-19 00:00:00
National Endowment for the Arts: Grants for Arts Projects,https://www.arts.gov/grants/grants-for-arts-projects,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 12, 2026 National Endowment for the Arts: Grants for Arts Projects The NEA is committed to supporting excellent arts projects for the benefit of all Americans. Activities funded thr",2026-01-19 00:00:00
Creative Start Project Grant,https://www.arts.wa.gov/creative-start-grant/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 12, 2026 Olympia, WA Creative Start Project Grant The Creative Start Project Grant funds projects that integrate the arts to support learning for preschool to 3rd grade students. Th",2026-01-19 00:00:00
Porcupine Mountains Artist-in-Residence Program,https://porkies.org/projects-programs/artist-in-residence/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 14, 2026 Ontonagon, Michigan Porcupine Mountains Artist-in-Residence Program The Artist-in-Residence program at Porcupine Mountains Wilderness State Park is open to artists and arti",2026-01-19 00:00:00
2026 Mentored Woodworking Residency with Doug Stowe,https://essa-art.org/instructors/residency-program/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 15, 2026 Eureka Springs, AR (U.S.) 2026 Mentored Woodworking Residency with Doug Stowe The Eureka Springs School of the Arts is looking for practicing woodworkers and craftspeople s; duplicate_in_source",2026-01-19 00:00:00
Seasonal opportunities at Watershed Center for the Ceramic Arts,https://www.watershedceramics.org/about/employment/seasonal-employment/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 15, 2026 Seasonal opportunities at Watershed Center for the Ceramic Arts The Watershed Center for the Ceramic Arts in Newcastle, ME, is seeking enthusiastic, motivated individuals f",2026-01-19 00:00:00
NYC Photography Call 2026,https://site.picter.com/canvas-nyc-award-2026?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExZW0zQXFlUEZ1WFgyc1RwZXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7GkGGhPwCYCGjgF5ynUn65azQ-6OMBk-oLRkr_NoH7mweKyipZNYUKSQzeFA_aem_O6RRRTBR4WtKT2X1saHX9g,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 15, 2026 NYC Photography Call 2026 The Canvas Hotel “Unfiltered” Photo Contest Site is now live and open for submissions. There are three cash prizes, with the first place winner re",2026-01-19 00:00:00
Summer Keyholder Residency,https://www.printshop.org/summer-keyholder-residency,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 15, 2026 Summer Keyholder Residency This new Summer Keyholder Residency Program offers emerging artists free 24-hour access to printmaking facilities to develop new work and foster ",2026-01-19 00:00:00
Long Meadow Art Residency,https://longmeadowartresidency.com/residency,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 15, 2026 $35 Application Processing Fee Long Meadow Art Residency Long Meadow Art Residency offers a solo residency set in a breathtaking and tranquil environment. Designed to provi",2026-01-19 00:00:00
ON::View Artist Residency Program,https://artssoutheast.org/onview-residency-app,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 16, 2026 $50 application fee ON::View Artist Residency Program The ON::VIEW Artist Residency in Savannah’s Starland District offers a free, public-facing studio where artists can de",2026-01-19 00:00:00
2026 Spring/Summer Ceramics Artist Residency Program,https://essa-art.org/instructors/residency-program/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 18, 2026 Eureka Springs, AR (U.S.) 2026 Spring/Summer Ceramics Artist Residency Program The Eureka Springs School of the arts is looking for practicing ceramics artists who are seek; duplicate_in_source",2026-01-19 00:00:00
The Watermill Center’s 2026 International Summer Program,https://www.watermillcenter.org/summer/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 18, 2026 $12 Fee The Watermill Center’s 2026 International Summer Program The International Summer Program is an exceptional residency that brings 20 artists together for four weeks",2026-01-19 00:00:00
USArtists International (USAI),https://www.midatlanticarts.org/opportunity/usartists-international/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 25, 2026 USArtists International (USAI) Matching grants up to ~$11,000 for U.S. artists/ensembles performing internationally. (Mid Atlantic Arts)",2026-01-19 00:00:00
John Michael Kohler Arts Center – Arts/Industry Residency,https://www.jmkac.org/arts-industry/applications/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 28, 2026 Sheboygan, Wisconsin John Michael Kohler Arts Center – Arts/Industry Residency Arts/Industry has connected artists with Kohler Co.’s resources for over fifty years, offerin",2026-01-19 00:00:00
NYC Performance Feedback Workshop,https://docs.google.com/forms/d/1XHQmIt0DKV8d61TFvW4jWXxrLKVOD-mLwivDwsAtls0/viewform?edit_requested=true,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 28, 2026 New York NYC Performance Feedback Workshop A new in person workshop for stand-ups, songwriters, storytellers, poets, and performance artists to test work in progress & get ",2026-01-19 00:00:00
2026 Winter Residency at Watershed Center for the Ceramic Arts,https://www.watershedceramics.org/residencies/winterres/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: February 28, 2026 Edgecomb, Maine 2026 Winter Residency at Watershed Center for the Ceramic Arts The winter season at Watershed is designed to offer unstructured time and space for artists t",2026-01-19 00:00:00
Kimmel Harding Nelson Center,https://www.khncenterforthearts.org/residency/resident-application,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 Nebraska City, NE Kimmel Harding Nelson Center Kimmel Harding Nelson Center for the Arts awards 70 juried residencies per year to established and emerging writers, composers, v; duplicate_in_source",2026-01-19 00:00:00
Kimmel Harding Nelson Center Residency 2026,https://www.khncenterforthearts.org/residency/resident-application,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 Nebraska City, NE Kimmel Harding Nelson Center Residency 2026 Kimmel Harding Nelson Center for the Arts awards up to seventy-eight juried residencies per year to composers, wri; duplicate_in_source",2026-01-19 00:00:00
Murray Gallery Open Call — March/April 2027,https://www.artworkarchive.com/call-for-entry/march-april-2027-murray-gallery-2026,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 Murray Gallery Open Call — March/April 2027 The Galleries at SCC invite artists to submit work for upcoming exhibitions. We are committed to showcasing a wide variety of artist",2026-01-19 00:00:00
Spector Craft Prize for Emerging Artists,https://spectorcraftprize.org/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 Spector Craft Prize for Emerging Artists The Spector Craft Prize for Emerging Artists annually honors five early-career artists with seven years or less of studio practice. Eac",2026-01-19 00:00:00
The Art of Progress Prize,https://www.dsm-firmenich.com/art-of-progress-prize/en/home.html?utm_source=website&utm_medium=listing&utm_campaign=art_of_progress&utm_term=global&utm_content=creativecapital_11252025,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 The Art of Progress Prize The Art of Progress Prize is a global open call for the next generation of creative changemakers working at the intersection of art, innovation and su",2026-01-19 00:00:00
"Prairie Ronde Artist Residency, Summer 2026",https://prairieronde.org/about/apply/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 Vicksburg, MI Prairie Ronde Artist Residency, Summer 2026 Prairie Ronde Artist Residency seeks highly independent, engaged, and curious artists working in any medium. The resid",2026-01-19 00:00:00
Millay Arts Core Residency (2026),https://millayarts.submittable.com/submit,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 1, 2026 $45 Application Fee Millay Arts Core Residency (2026) One-month residencies for visual artists, writers, and composers on a rural campus. Private studio and housing provided.",2026-01-19 00:00:00
2027 Edgar Heap of Birds Family Artist Residency,https://tyler.temple.edu/news/2026/01/announcing-2027-edgar-heap-birds-family-artist-residency,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 2, 2026 Philadelphia, Pennsylvania 2027 Edgar Heap of Birds Family Artist Residency The Tyler School of Art and Architecture at Temple University in Philadelphia invites applications f",2026-01-19 00:00:00
ACA Residency #197,https://atlanticcenterforthearts.org/residencies/mair-schedule/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 2, 2026 New Smyrna Beach, Florida ACA Residency #197 Atlantic Center for the Arts offers immersive, inter-disciplinary, three-week Mentorship residencies several times a year with our ; duplicate_in_source",2026-01-19 00:00:00
Interlude’s 2026 Open Call,https://www.interluderesidency.org/apply,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 7, 2026 New York Interlude’s 2026 Open Call Interlude is uniquely designed for visual artists who are actively parenting. We provide fully-funded, three-week residencies at our Hudson ",2026-01-19 00:00:00
SCG Artist in Residence & Teaching Program (SCG ART) 2026- National,https://www.bluelinearts.org/scg-national-2026,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 8, 2026 SCG Artist in Residence & Teaching Program (SCG ART) 2026- National ""The SCG ART program brings established artists to Placer County for the purpose of teaching and sharing the",2026-01-19 00:00:00
2027 Salad Days Artist Residency at Watershed Center for the Ceramic Arts,https://www.watershedceramics.org/residencies/salad-days-artist-residency/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 9, 2026 Edgecomb, Maine 2027 Salad Days Artist Residency at Watershed Center for the Ceramic Arts Each year, Watershed chooses a ceramic artist to create a series of 500 plates for Sal",2026-01-19 00:00:00
"Bayard Rustin Residency at Penington Friends House, NYC",https://www.penington.org/rustin-residency/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: March 15, 2026 New York Bayard Rustin Residency at Penington Friends House, NYC The Bayard Rustin Residency provides a year's room and board ( and in some cases a studio) to BIPOC artists an",2026-01-19 00:00:00
The Keyholder Residency Program,https://www.printshop.org/keyholder-residency,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: April 1, 2026 New York, NY The Keyholder Residency Program The Keyholder Residency Program offers emerging artists free 24-hour access to printmaking facilities to develop new work and foste",2026-01-19 00:00:00
Vilcek Foundation Grants,https://vilcek.org/grants/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: April 30, 2026 Vilcek Foundation Grants Grantmaking is a vital part of how the Vilcek Foundation pursues its mission: to recognize and celebrate immigrant contributions in the United States,",2026-01-19 00:00:00
Home Improvements – The Functional Art Show,https://fineline.org/pages/calls-for-artists,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: May 8, 2026 $35 Fee Home Improvements – The Functional Art Show This exhibit will showcase not just art, but art that serves a purpose. Each item, thoughtfully designed and skillfully create",2026-01-19 00:00:00
ACA Residency #198,https://atlanticcenterforthearts.org/residencies/mair-schedule/,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: August 5, 2026 New Smyrna Beach, Florida ACA Residency #198 Atlantic Center for the Arts offers immersive, inter-disciplinary, three-week Mentorship residencies several times a year with our; duplicate_in_source",2026-01-19 00:00:00
Helene Wurlitzer Foundation Residency,https://wurlitzerfoundation.org/apply,,https://creative-capital.org/artist-resources/artist-opportunities/,C,open,,Not specified,Not specified,unknown,,"listing_text=Deadline: January 18, 2027 Taos, New Mexico Helene Wurlitzer Foundation Residency Founded in 1954, the HWF manages one of the oldest artist residency programs in the USA. The Foundation’s mission is t",2026-01-19 00:00:00
